label,message,length,processed_message,token_count
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,49,"['im', 'realy', 'soz', 'imat', 'mum']",5
ham,"Sure, whenever you show the fuck up &gt;:(",42,"['sure', 'whenever', 'show', 'fuck', 'gt']",5
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,107,"['engalnd', 'telly', 'decided', 'wo', 'let', 'watch', 'mia', 'elliot', 'kissing', 'damn']",10
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",150,"['much', 'though', 'h', 'friday', 'cant', 'wait', 'dunno', 'wot', 'hell', 'im', 'gon', 'na', 'another', 'week', 'become', 'oh', 'wait', 'already', 'done']",19
ham,Long beach lor. Expected... U having dinner now?,48,"['long', 'beach', 'lor', 'expected', 'u', 'dinner']",6
ham,Oh yah... We never cancel leh... Haha ,38,"['oh', 'yah', 'never', 'cancel', 'leh', 'haha']",6
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",106,"['know', 'thing', 'wrong', 'everyso', 'often', 'panicks', 'start', 'goin', 'bout', 'bein', 'good', 'enough']",12
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,129,"['hi', 'mate', 'rv', 'u', 'hav', 'nice', 'hol', 'message', 'say', 'hello', 'coz', 'sent', 'u', 'age', 'started', 'driving', 'stay', 'road', 'rvx']",19
ham,Thts wat Wright Brother did to fly..,36,"['thts', 'wat', 'wright', 'brother', 'fly']",5
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",103,"['nt', 'goin', 'got', 'somethin', 'unless', 'meetin', 'dinner', 'lor', 'haha', 'wonder', 'go', 'ti', 'time']",13
ham,Glad to see your reply.,23,"['glad', 'see', 'reply']",3
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,248,"['send', 'ur', 'friend', 'receive', 'something', 'ur', 'voice', 'speaking', 'expression', 'attitude', 'lt', 'gt', 'lt', 'gt', 'reply']",15
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,145,"['want', 'new', 'video', 'handset', 'anytime', 'network', 'min', 'half', 'price', 'line', 'rental', 'camcorder', 'reply', 'call', 'delivery', 'tomorrow']",16
ham,Near kalainar tv office.thenampet,33,"['near', 'kalainar', 'tv']",3
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",97,"['er', 'yeah', 'b', 'sorry', 'tell', 'sit', 'come', 'wen', 'u']",9
ham,Hmm thinking lor...,19,"['hmm', 'thinking', 'lor']",3
ham,Yes i thought so. Thanks.,25,"['yes', 'thought', 'thanks']",3
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,86,"['k', 'actually', 'guy', 'meet', 'sunoco', 'howard', 'right', 'way']",8
ham,I not busy juz dun wan 2 go so early.. Hee.. ,45,"['busy', 'juz', 'dun', 'wan', 'go', 'early', 'hee']",7
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,131,"['u', 'subscribed', 'best', 'mobile', 'content', 'service', 'uk', 'per', 'day', 'send', 'stop', 'helpline']",12
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,156,"['urgent', 'trying', 'contact', 'today', 'draw', 'show', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim']",12
ham,"I‘ve got some salt, you can rub it in my open wounds if you like!",65,"['got', 'salt', 'rub', 'open', 'wound', 'like']",6
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,89,"['u', 'going', 'doctor', 'liver', 'get', 'bit', 'stylish', 'get', 'ur', 'hair', 'managed', 'thats']",12
ham,"G says you never answer your texts, confirm/deny",48,"['g', 'say', 'never', 'answer', 'text']",5
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),139,"['wud', 'never', 'mind', 'u', 'dont', 'miss', 'u', 'dont', 'need', 'u', 'wil', 'really', 'hurt', 'wen', 'u', 'need', 'amp', 'u', 'dont', 'tell', 'take', 'care']",22
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,82,"['yup', 'still', 'coffee', 'wif', 'frens', 'fren', 'drove', 'give', 'lift']",9
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",152,"['chance', 'reality', 'fantasy', 'show', 'call', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'national', 'rate', 'call']",15
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,133,"['beauty', 'life', 'next', 'second', 'hide', 'thousand', 'secret', 'wish', 'every', 'second', 'wonderful', 'ur', 'life', 'gud']",14
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,156,"['taking', 'part', 'mobile', 'survey', 'yesterday', 'text', 'use', 'however', 'wish', 'get', 'txts', 'send', 'txt', 'c']",14
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",131,"['ya', 'well', 'bbd', 'pooja', 'full', 'pimple', 'even', 'become', 'quite', 'black', 'ur', 'rite', 'cold', 'wearing', 'sweatter']",15
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,135,"['hello', 'r', 'u', 'im', 'bored', 'inever', 'thought', 'id', 'get', 'bored', 'tv', 'tell', 'something', 'exciting', 'happened', 'anything']",16
ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",350,"['keep', 'ur', 'problem', 'ur', 'heart', 'nobody', 'fight', 'u', 'u', 'amp', 'u', 'fight', 'ur', 'self', 'amp', 'win', 'battle', 'g', 'sd', 'ham', 'yeah', 'give', 'call', 'got', 'minute', 'ham', 'hi', 'babe', 'uawake', 'feellikw', 'via', 'aletter', 'thatmum', 'gotmarried', 'ourbacks', 'fuckinnice', 'selfish', 'call', 'u']",39
ham,"Its ok chikku, and its my 1 of favourite song..:-)",50,"['ok', 'chikku', 'favourite', 'song']",4
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,158,"['urgent', 'trying', 'contact', 'last', 'weekend', 'draw', 'show', 'prize', 'guaranteed', 'call', 'claim', 'code', 'valid']",13
ham,I dont. Can you send it to me. Plus how's mode.,47,"['dont', 'send', 'plus', 'mode']",4
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,127,"['told', 'tell', 'stupid', 'hear', 'wont', 'tell', 'anything', 'dad', 'called', 'brother', 'spoken']",11
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",154,"['hey', 'doc', 'pls', 'want', 'get', 'nice', 'shirt', 'hubby', 'nice', 'fiting', 'one', 'budget', 'lt', 'gt', 'k', 'help', 'pls', 'load', 'card', 'abi', 'hw', 'keep', 'posted', 'luv', 'mj']",25
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,121,"['doc', 'appointment', 'next', 'week', 'tired', 'shoving', 'stuff', 'ugh', 'could', 'normal', 'body']",11
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",70,"['well', 'done', 'blimey', 'exercise', 'yeah', 'kinda', 'remember', 'wot', 'hmm']",9
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,103,"['twenty', 'past', 'five', 'said', 'train', 'durham', 'already', 'coz', 'reserved', 'seat']",10
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),82,"['bruce', 'amp', 'fowler', 'mom', 'car', 'ca', 'park', 'long', 'story']",9
ham,"I av a new number,  . Wil u only use this one,ta.",49,"['av', 'new', 'number', 'wil', 'u', 'use', 'one', 'ta']",8
ham,Then u going ikea str aft dat?,30,"['u', 'going', 'ikea', 'str', 'aft', 'dat']",6
ham,I'm not sure if its still available though,42,"['sure', 'still', 'available', 'though']",4
ham,U should make a fb list,23,"['u', 'make', 'fb', 'list']",4
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",130,"['hello', 'darling', 'today', 'would', 'love', 'chat', 'dont', 'tell', 'look', 'like', 'sexy']",11
ham,"Yeah I am, so I'll leave maybe 7ish?",36,"['yeah', 'leave', 'maybe']",3
spam,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,146,"['rgent', 'attempt', 'contact', 'u', 'u', 'call', 'callcost', 'mobilesvary']",8
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",179,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u', 'dnt', 'take', 'seriously', 'coz', 'angry', 'childish', 'n', 'true', 'way', 'showing', 'deep', 'affection', 'care', 'n', 'luv', 'kettoda', 'manda', 'nice', 'day', 'da']",27
ham,I'll text now! All creepy like so he won't think that we forgot,63,"['text', 'creepy', 'like', 'wo', 'think', 'forgot']",6
ham,"Nah man, my car is meant to be crammed full of people",53,"['nah', 'man', 'car', 'meant', 'crammed', 'full', 'people']",7
ham,"Its good, we'll find a way",26,"['good', 'find', 'way']",3
ham,Oic... I saw him too but i tot he din c me... I found a group liao...,69,"['oic', 'saw', 'tot', 'din', 'c', 'found', 'group', 'liao']",8
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,72,"['unique', 'enough', 'find', 'august']",4
ham,But i'm surprised she still can guess right lor...,50,"['surprised', 'still', 'guess', 'right', 'lor']",5
ham,I dont thnk its a wrong calling between us,42,"['dont', 'thnk', 'wrong', 'calling', 'u']",5
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,155,"['someonone', 'know', 'trying', 'contact', 'via', 'dating', 'service', 'find', 'could', 'call', 'mobile', 'landline']",12
ham,He also knows about lunch menu only da. . I know,48,"['also', 'know', 'lunch', 'menu', 'da', 'know']",6
ham,Gudnite....tc...practice going on,33,"['gudnite', 'tc', 'practice', 'going']",4
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",138,"['k', 'roommate', 'also', 'want', 'dubsack', 'another', 'friend', 'may', 'also', 'want', 'plan', 'bringing', 'extra', 'tell', 'know', 'sure']",16
ham,Y lei?,6,['lei'],1
ham,"As usual..iam fine, happy &amp; doing well..:)",46,"['usual', 'iam', 'fine', 'happy', 'amp', 'well']",6
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",86,"['hey', 'babe', 'saw', 'came', 'online', 'second', 'disappeared', 'happened']",8
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",138,"['themob', 'check', 'newest', 'selection', 'content', 'game', 'tone', 'gossip', 'babe', 'sport', 'keep', 'mobile', 'fit', 'funky', 'text', 'wap']",16
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,84,"['movie', 'theatre', 'go', 'watch', 'unlimited', 'movie', 'pay']",7
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,157,"['xmas', 'prize', 'draw', 'trying', 'contact', 'today', 'draw', 'show', 'prize', 'guaranteed', 'call', 'land', 'line', 'valid']",14
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,181,"['warner', 'village', 'c', 'colin', 'farrell', 'swat', 'wkend', 'warner', 'village', 'get', 'free', 'med', 'popcorn', 'show', 'c', 'c', 'kiosk', 'reply', 'sony', 'mre', 'film', 'offer']",22
ham,May b approve panalam...but it should have more posts..,55,"['may', 'b', 'approve', 'panalam', 'post']",5
ham,So are you guys asking that i get that slippers again or its gone with last year,80,"['guy', 'asking', 'get', 'slipper', 'gone', 'last', 'year']",7
ham,Havent shopping now lor i juz arrive only,41,"['havent', 'shopping', 'lor', 'juz', 'arrive']",5
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",274,"['nowadays', 'people', 'notixiquating', 'laxinorficated', 'opportunity', 'bambling', 'entropication', 'ever', 'oblisingately', 'opted', 'ur', 'book', 'masteriastering', 'amplikater', 'fidalfication', 'champlaxigating', 'think', 'atrocious', 'wotz', 'ur', 'opinion', 'junna']",22
ham,"Hey babe, my friend had to cancel, still up for a visit ?",57,"['hey', 'babe', 'friend', 'cancel', 'still', 'visit']",6
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,86,"['e', 'admin', 'building', 'might', 'b', 'slightly', 'earlier', 'call', 'u', 'reaching']",10
ham,Just do what ever is easier for you,35,"['ever', 'easier']",2
ham,Then she dun believe wat?,25,"['dun', 'believe', 'wat']",3
ham,Am i that much bad to avoid like this?,38,"['much', 'bad', 'avoid', 'like']",4
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",142,"['new', 'mobile', 'must', 'go', 'txt', 'nokia', 'collect', 'today']",8
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",108,"['sorry', 'lot', 'stuff', 'talk', 'actual', 'guy', 'want', 'buy']",8
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,149,"['wo', 'believe', 'true', 'incredible', 'txts', 'reply', 'g', 'learn', 'truly', 'amazing', 'thing', 'blow', 'mind']",13
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,155,"['hmv', 'bonus', 'special', 'pound', 'genuine', 'hmv', 'voucher', 'answer', 'easy', 'question', 'play', 'send', 'hmv', 'info']",14
ham,I've reached home n i bathe liao... U can call me now...,56,"['reached', 'home', 'n', 'bathe', 'liao', 'u', 'call']",7
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,139,"['get', 'free', 'mobile', 'video', 'player', 'free', 'movie', 'collect', 'text', 'go', 'free', 'extra', 'film', 'ordered', 'c', 'apply', 'yr']",17
spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",156,"['urgent', 'mobile', 'awarded', 'bonus', 'caller', 'prize', 'final', 'try', 'contact', 'u', 'call', 'landline']",12
ham,Going for dinner.msg you after.,31,['going'],1
ham,Got it..mail panren paru..,26,"['got', 'mail', 'panren', 'paru']",4
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,99,"['dun', 'believe', 'leh', 'tot', 'told', 'true', 'already', 'thk', 'muz', 'c', 'u', 'tog', 'believe']",13
ham,"I just got home babe, are you still awake ?",43,"['got', 'home', 'babe', 'still', 'awake']",5
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,153,"['wish', 'holding', 'tightly', 'making', 'see', 'important', 'much', 'mean', 'much', 'need', 'life']",11
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",155,"['bangbabes', 'ur', 'order', 'way', 'u', 'receive', 'service', 'msg', 'download', 'ur', 'content', 'u', 'goto', 'wap', 'bangb', 'tv', 'ur', 'mobile', 'menu']",19
ham,Yup i'm free...,15,"['yup', 'free']",2
ham,"Ok, be careful ! Don't text and drive !",39,"['ok', 'careful', 'text', 'drive']",4
ham,Correct. So how was work today,30,"['correct', 'work', 'today']",3
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,146,"['free', 'video', 'camera', 'phone', 'half', 'price', 'line', 'rental', 'mths', 'cross', 'ntwk', 'min', 'txts', 'call']",14
ham,I had askd u a question some hours before. Its answer,53,"['askd', 'u', 'question', 'hour', 'answer']",5
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",122,"['ur', 'chance', 'win', 'cash', 'every', 'wk', 'txt', 'action', 'c', 'custcare']",10
ham,His frens go then he in lor. Not alone wif my mum n sis lor.,60,"['frens', 'go', 'lor', 'alone', 'wif', 'mum', 'n', 'si', 'lor']",9
ham,What Today-sunday..sunday is holiday..so no work..,50,"['sunday', 'holiday', 'work']",3
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",116,"['house', 'water', 'dock', 'boat', 'rolled', 'newscaster', 'dabbles', 'jazz', 'flute', 'behind', 'wheel']",11
ham,Have you bookedthe hut? And also your time off? How are you by the way?,71,"['bookedthe', 'hut', 'also', 'time', 'way']",5
ham,"I'm in solihull, | do you want anything?",40,"['solihull', 'want', 'anything']",3
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,106,"['santa', 'calling', 'would', 'little', 'one', 'like', 'call', 'santa', 'xmas', 'eve', 'call', 'book', 'time']",13
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,93,"['sorry', 'dude', 'dont', 'know', 'forgot', 'even', 'dan', 'reminded', 'sorry', 'hope', 'guy', 'fun']",12
ham,Or just do that 6times,22,[],0
ham,I asked you to call him now ok,30,"['asked', 'call', 'ok']",3
ham,Did u got that persons story,28,"['u', 'got', 'person', 'story']",4
ham,"Cool, I'll text you when I'm on the way",39,"['cool', 'text', 'way']",3
ham,Kothi print out marandratha.,28,"['kothi', 'print', 'marandratha']",3
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,143,"['urgent', 'mobile', 'number', 'awarded', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'valid']",11
ham,Oh :-)only 4 outside players allowed to play know,49,"['oh', 'outside', 'player', 'allowed', 'play', 'know']",6
ham,Yo dude guess who just got arrested the other day,49,"['yo', 'dude', 'guess', 'got', 'arrested', 'day']",6
ham,What time is ur flight tmr?,27,"['time', 'ur', 'flight', 'tmr']",4
ham,Nothing spl..wat abt u and whr ru?,34,"['nothing', 'spl', 'wat', 'abt', 'u', 'whr', 'ru']",7
ham,Yeah no probs - last night is obviously catching up with you... Speak soon ,75,"['yeah', 'probs', 'last', 'night', 'obviously', 'catching', 'speak', 'soon']",8
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,76,"['still', 'looking', 'car', 'buy', 'gone', 'driving', 'test', 'yet']",8
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,135,"['hate', 'turn', 'fun', 'shopping', 'trip', 'annoying', 'day', 'everything', 'would', 'look', 'house']",11
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",175,"['upgrdcentre', 'orange', 'customer', 'may', 'claim', 'free', 'camera', 'phone', 'upgrade', 'loyalty', 'call', 'offer', 'end', 'july', 'c', 'apply', 'available']",17
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",153,"['spend', 'day', 'waiting', 'ideal', 'path', 'appear', 'front', 'u', 'forget', 'path', 'made', 'walking', 'waiting', 'goodnight']",14
ham,Anything lor. Juz both of us lor.,33,"['anything', 'lor', 'juz', 'u', 'lor']",5
ham,These won't do. Have to move on to morphine,43,"['wo', 'move', 'morphine']",3
ham,"Just wondering, the others just took off",40,"['wondering', 'others', 'took']",3
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,195,"['sorry', 'pain', 'ok', 'meet', 'another', 'night', 'spent', 'late', 'afternoon', 'casualty', 'mean', 'done', 'includes', 'time', 'sheet', 'sorry']",16
ham,Hi..i got the money da:),24,"['hi', 'got', 'money', 'da']",4
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,71,"['lol', 'yes', 'friendship', 'hanging', 'thread', 'cause', 'u', 'wo', 'buy', 'stuff']",10
ham,No way I'm going back there!,28,"['way', 'going', 'back']",3
ham,Went to ganesh dress shop,25,"['went', 'ganesh', 'dress', 'shop']",4
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",146,"['im', 'snowboarding', 'trip', 'wondering', 'planning', 'get', 'everyone', 'together', 'befor', 'go', 'meet', 'greet', 'kind', 'affair', 'cheer']",15
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",156,"['thanks', 'ringtone', 'order', 'ref', 'number', 'mobile', 'charged', 'tone', 'arrive', 'please', 'call', 'customer', 'service']",13
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",157,"['thanx', 'yup', 'coming', 'back', 'sun', 'finish', 'dinner', 'going', 'back', 'hotel', 'time', 'fly', 'tog', 'exactly', 'mth', 'today', 'hope', 'haf', 'many', 'mths', 'come']",21
ham,Stupid.its not possible,23,['possible'],1
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,87,"['exhausted', 'train', 'morning', 'much', 'wine', 'pie', 'sleep', 'well']",8
ham,That's my honeymoon outfit. :),30,"['honeymoon', 'outfit']",2
ham,What is this 'hex' place you talk of? Explain!,46,"['place', 'talk', 'explain']",3
ham,What happened in interview?,27,"['happened', 'interview']",2
ham,They r giving a second chance to rahul dengra.,46,"['r', 'giving', 'second', 'chance', 'rahul', 'dengra']",6
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,132,"['u', 'secret', 'admirer', 'looking', 'make', 'contact', 'r', 'reveal', 'think', 'ur']",10
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,106,"['hello', 'beautiful', 'r', 'u', 'ok', 'kinda', 'ad', 'row', 'wiv', 'walked', 'pub', 'wanted', 'night', 'wiv', 'u', 'miss', 'u']",17
ham,Can you do a mag meeting this avo at some point?,48,"['mag', 'meeting', 'avo', 'point']",4
ham,You need to get up. Now.,24,"['need', 'get']",2
ham,Sorry for the delay. Yes masters,32,"['sorry', 'delay', 'yes', 'master']",4
ham,Ok lor...,9,"['ok', 'lor']",2
ham,ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX,100,"['babe', 'feel', 'let', 'try', 'fit', 'soo', 'muchxxlove', 'u', 'locaxx']",9
ham,Finally the match heading towards draw as your prediction.,58,"['finally', 'match', 'heading', 'towards', 'draw', 'prediction']",6
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,111,"['fancy', 'shag', 'txt', 'xxuk', 'suzy', 'txts', 'cost', 'per', 'msg', 'tncs', 'website', 'x']",12
ham,Yeah confirmed for you staying at  that weekend,47,"['yeah', 'confirmed', 'staying', 'weekend']",4
ham,"Could you not read me, my Love ? I answered you",47,"['could', 'read', 'love', 'answered']",4
ham,"Cool, I'll text you in a few",28,"['cool', 'text']",2
ham,Ü predict wat time ü'll finish buying?,38,"['ü', 'predict', 'wat', 'time', 'ü', 'finish', 'buying']",7
ham,Sday only joined.so training we started today:),47,"['sday', 'training', 'started', 'today']",4
spam,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,118,"['xmas', 'iscoming', 'ur', 'awarded', 'either', 'cd', 'gift', 'voucher', 'free', 'entry', 'r', 'weekly', 'draw', 'txt', 'music', 'tnc']",16
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,159,"['miss', 'much', 'desparate', 'recorded', 'message', 'left', 'day', 'listen', 'hear', 'sound', 'voice', 'love']",12
ham,Hey are you angry with me. Reply me dr.,39,"['hey', 'angry', 'reply', 'dr']",4
ham,What's a feathery bowa? Is that something guys have that I don't know about?,76,"['feathery', 'bowa', 'something', 'guy', 'know']",5
ham,What makes you most happy?,26,"['make', 'happy']",2
ham,Sac needs to carry on:),23,"['sac', 'need', 'carry']",3
spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),151,"['u', 'r', 'winner', 'u', 'ave', 'specially', 'selected', 'receive', 'cash', 'holiday', 'flight', 'inc', 'speak', 'live', 'operator', 'claim']",16
ham,You unbelievable faglord,24,"['unbelievable', 'faglord']",2
spam,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",158,"['urgent', 'mobile', 'bonus', 'caller', 'prize', 'attempt', 'reach', 'call', 'asap']",9
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,60,"['putting', 'ready', 'lt', 'time', 'gt']",5
ham,K..k:)how much does it cost?,28,"['k', 'k', 'much', 'cost']",4
ham,Aiyo please ü got time meh.,27,"['aiyo', 'please', 'ü', 'got', 'time', 'meh']",6
ham,"What i mean was i left too early to check, cos i'm working a 9-6.",65,"['mean', 'left', 'early', 'check', 'co', 'working']",6
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,88,"['eh', 'ur', 'laptop', 'got', 'stock', 'lei', 'say', 'mon', 'muz', 'come', 'take', 'look', 'c', 'got']",14
ham,Going to take your babe out ?,29,"['going', 'take', 'babe']",3
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,154,"['family', 'responding', 'anything', 'room', 'went', 'home', 'diwali', 'one', 'called', 'coming', 'make', 'feel', 'like', 'died']",14
